Stage1,Stage2,Stage3,Stages,Switches,Cap,Slew1,Slew2,Slew3,Ileak,MaxI,EndTime
19,100,1,3,120,10.198e-12,0.0166964,0.08553020000000001,0.0014,0.47e-6,3.638e-03,4.317e-09
19,1,100,3,120,10.198e-12,0.0166964,0.0014,0.08553020000000001,0.47e-6,3.634e-03,4.365e-09
1,19,100,3,120,10.198e-12,0.0014,0.0166964,0.08553020000000001,0.47e-6,3.636e-03,4.374e-09
1,100,19,3,120,10.198e-12,0.0014,0.08553020000000001,0.0166964,0.47e-6,3.646e-03,4.303e-09
100,19,1,3,120,10.198e-12,0.08553020000000001,0.0166964,0.0014,0.47e-6,3.649e-03,4.273e-09
100,1,19,3,120,10.198e-12,0.08553020000000001,0.0014,0.0166964,0.47e-6,3.650e-03,4.287e-09
99,1,20,3,120,10.198e-12,0.0846804,0.0014,0.017546199999999998,0.47e-6,3.650e-03,4.279e-09
20,99,1,3,120,10.198e-12,0.017546199999999998,0.0846804,0.0014,0.47e-6,3.638e-03,4.311e-09
99,20,1,3,120,10.198e-12,0.0846804,0.017546199999999998,0.0014,0.47e-6,3.651e-03,4.277e-09
1,99,20,3,120,10.198e-12,0.0014,0.0846804,0.017546199999999998,0.47e-6,3.651e-03,4.318e-09
1,20,99,3,120,10.198e-12,0.0014,0.017546199999999998,0.0846804,0.47e-6,3.637e-03,4.373e-09
20,1,99,3,120,10.198e-12,0.017546199999999998,0.0014,0.0846804,0.47e-6,3.632e-03,4.352e-09
98,21,1,3,120,10.198e-12,0.0838306,0.018396,0.0014,0.47e-6,3.653e-03,4.278e-09
98,1,21,3,120,10.198e-12,0.0838306,0.0014,0.018396,0.47e-6,3.654e-03,4.297e-09
21,1,98,3,120,10.198e-12,0.018396,0.0014,0.0838306,0.47e-6,3.635e-03,4.363e-09
21,98,1,3,120,10.198e-12,0.018396,0.0838306,0.0014,0.47e-6,3.640e-03,4.318e-09
1,21,98,3,120,10.198e-12,0.0014,0.018396,0.0838306,0.47e-6,3.638e-03,4.371e-09
1,98,21,3,120,10.198e-12,0.0014,0.0838306,0.018396,0.47e-6,3.652e-03,4.318e-09
22,97,1,3,120,10.198e-12,0.0192458,0.08298080000000001,0.0014,0.47e-6,3.638e-03,4.313e-09
97,22,1,3,120,10.198e-12,0.08298080000000001,0.0192458,0.0014,0.47e-6,3.653e-03,4.287e-09
1,22,97,3,120,10.198e-12,0.0014,0.0192458,0.08298080000000001,0.47e-6,3.642e-03,4.338e-09
1,97,22,3,120,10.198e-12,0.0014,0.08298080000000001,0.0192458,0.47e-6,3.650e-03,4.314e-09
22,1,97,3,120,10.198e-12,0.0192458,0.0014,0.08298080000000001,0.47e-6,3.636e-03,4.333e-09
97,1,22,3,120,10.198e-12,0.08298080000000001,0.0014,0.0192458,0.47e-6,3.655e-03,4.301e-09
1,96,23,3,120,10.198e-12,0.0014,0.082131,0.020095599999999998,0.47e-6,3.653e-03,4.346e-09
